App name,No.,Time,Source,Destination,Protocol,Length,Info
Netflix,17050,663.931267,172.30.1.250,172.30.1.1,TCP,1064,"443  >  34820 [PSH, ACK] Seq=25715611 Ack=52764 Win=2097152 Len=976 [TCP segment of a reassembled PDU]"
Netflix,17051,663.931403,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52764 Ack=25716587 Win=5876224 Len=0
Netflix,17052,663.936094,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,17053,663.936451,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,17054,663.936615,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52764 Ack=25726547 Win=5884416 Len=0
Netflix,17055,663.936678,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,17056,663.937188,172.30.1.250,172.30.1.1,TCP,1880,"443  >  34822 [PSH, ACK] Seq=17315074 Ack=42684 Win=2097152 Len=1794 [TCP segment of a reassembled PDU]"
Netflix,17057,663.937293,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52764 Ack=25736507 Win=5876224 Len=0
Netflix,17058,663.937396,172.30.1.250,172.30.1.1,TCP,6288,"443  >  34820 [PSH, ACK] Seq=25736507 Ack=52764 Win=2097152 Len=6200 [TCP segment of a reassembled PDU]"
Netflix,17059,663.938903,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=42684 Ack=17316868 Win=7712256 Len=0
Netflix,17060,663.939992,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52764 Ack=25742707 Win=5891584 Len=0
Netflix,17061,663.943684,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34820 [PSH, ACK] Seq=25742707 Ack=52764 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
Netflix,17062,663.944132,172.30.1.250,172.30.1.1,TCP,10048,443  >  34822 [ACK] Seq=17316868 Ack=42684 Win=2097152 Len=9960 [TCP segment of a reassembled PDU]
Netflix,17063,663.944502,172.30.1.250,172.30.1.1,TLSv1.3,4004,Application Data
Netflix,17064,663.944674,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,17065,663.944991,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,17066,663.945238,172.30.1.250,172.30.1.1,TCP,10048,443  >  34822 [ACK] Seq=17346748 Ack=42684 Win=2097152 Len=9960 [TCP segment of a reassembled PDU]
